band_digits,family,sample_index,probable_prime_reps,exponent_vector,factor_digit_lengths,d_value,n_digits,n_bits,n_log10,leading16,trailing16,z_sci,neg_log10_z,status
64,squarefree_6,0,64,"1,1,1,1,1,1","11,11,11,11,11,13",64,64,210,63.000000000002996420980694,1000000000006899,8767807242405799,9.999999997861150572660100e-1954,1953.000000000092889050401499,ok
64,smooth_4321,0,64,"4,3,2,1","4,6,8,22",120,64,210,63.000000000000000000008780,1000000000000000,0691561780123403,9.999999999999999988071662e-3718,3717.000000000000000000518041,ok
65,probable_prime,0,64,"1","65",2,65,213,64.000000000000000000000000,1000000000000000,0000000000000057,1,0.000000000000000000000000,ok
65,semiprime_balanced,0,64,"1,1","33,32",4,65,213,64.000000000000000000000000,1000000000000000,9999999999998971,10.000000000000000000000000e-65,64.000000000000000000000000,ok
65,prime_square,0,64,"2","33",3,65,213,64.000000000000000000000000,1000000000000000,0000000000002401,10.000000000000000000000000e-33,32.000000000000000000000000,ok
65,prime_cube,0,64,"3","22",4,65,213,64.000000000000000000037317,1000000000000000,5373953496070661,9.999999999999999999140752e-65,64.000000000000000000037317,ok
65,squarefree_3,0,64,"1,1,1","22,22,22",8,65,213,64.000000000000000000000043,1000000000000000,9999999930021481,9.999999999999999999997000e-193,192.000000000000000000000130,ok
65,squarefree_6,0,64,"1,1,1,1,1,1","11,11,11,11,11,14",64,65,213,64.000000000000421054631165,1000000000000969,7723550623665587,9.999999999699450623717220e-1985,1984.000000000013052693566104,ok
65,smooth_4321,0,64,"4,3,2,1","5,6,9,17",120,65,213,64.000000000000000005705647,1000000000000000,9368987831849157,9.999999999999992248734269e-3777,3776.000000000000000336633193,ok
66,probable_prime,0,64,"1","66",2,66,216,65.000000000000000000000000,1000000000000000,0000000000000049,1,0.000000000000000000000000,ok
66,semiprime_balanced,0,64,"1,1","33,33",4,66,216,65.000000000000000000000000,1000000000000000,9999999999982507,10.000000000000000000000000e-66,65.000000000000000000000000,ok
66,prime_square,0,64,"2","33",3,66,216,65.000000000000000000000000,1000000000000000,2022542610498729,3.162277660168379331998894e-33,32.500000000000000000000000,ok
66,prime_cube,0,64,"3","22",4,66,216,65.000000000000000000033382,1000000000000000,5555804664551889,9.999999999999999999231360e-66,65.000000000000000000033382,ok
66,squarefree_3,0,64,"1,1,1","22,22,23",8,66,216,65.000000000000000000000517,1000000000000000,9999999302676139,9.999999999999999999964300e-196,195.000000000000000000001550,ok
66,squarefree_6,0,64,"1,1,1,1,1,1","11,11,11,11,11,15",64,66,216,65.000000000000008909156340,1000000000000020,5756853304830591,9.999999999993640631920461e-2016,2015.000000000000276183846534,ok
66,smooth_4321,0,64,"4,3,2,1","5,6,9,18",120,66,216,65.000000000000000001785688,1000000000000000,3547876055162863,9.999999999999997574097887e-3836,3835.000000000000000105355590,ok
67,probable_prime,0,64,"1","67",2,67,220,66.000000000000000000000000,1000000000000000,0000000000000049,1,0.000000000000000000000000,ok
67,semiprime_balanced,0,64,"1,1","34,33",4,67,220,66.000000000000000000000000,1000000000000000,9999999999997133,10.000000000000000000000000e-67,66.000000000000000000000000,ok
67,prime_square,0,64,"2","34",3,67,220,66.000000000000000000000000,1000000000000000,0000000000003721,10.000000000000000000000000e-34,33.000000000000000000000000,ok
67,prime_cube,0,64,"3","23",4,67,220,66.000000000000000000001173,1000000000000000,0000000000000729,9.999999999999999999973000e-67,66.000000000000000000001173,ok
67,squarefree_3,0,64,"1,1,1","23,23,22",8,67,220,66.000000000000000000001694,1000000000000000,9999999999986149,9.999999999999999999883000e-199,198.000000000000000000005081,ok
67,squarefree_6,0,64,"1,1,1,1,1,1","12,12,12,12,12,11",64,67,220,66.000000000138974233245124,1000000000319999,4988797471910863,9.999999900800001180076992e-2047,2046.000000004308201230598843,ok
67,smooth_4321,0,64,"4,3,2,1","5,6,9,19",120,67,220,66.000000000000000003658557,1000000000000000,0601660254199119,9.999999999999995029757492e-3895,3894.000000000000000215854889,ok
68,probable_prime,0,64,"1","68",2,68,223,67.000000000000000000000000,1000000000000000,0000000000000049,1,0.000000000000000000000000,ok
68,semiprime_balanced,0,64,"1,1","34,34",4,68,223,67.000000000000000000000000,1000000000000000,9999999999963217,10.000000000000000000000000e-68,67.000000000000000000000000,ok
68,prime_square,0,64,"2","34",3,68,223,67.000000000000000000000000,1000000000000000,7836020845495681,3.162277660168379331998894e-34,33.500000000000000000000000,ok
68,prime_cube,0,64,"3","23",4,68,223,67.000000000000000000002907,1000000000000000,1308463084905721,9.999999999999999999933072e-68,67.000000000000000000002907,ok
68,squarefree_3,0,64,"1,1,1","23,23,23",8,68,223,67.000000000000000000000143,1000000000000000,9999999999678349,9.999999999999999999990100e-202,201.000000000000000000000430,ok
68,squarefree_6,0,64,"1,1,1,1,1,1","12,12,12,12,12,12",64,68,223,67.000000000007383004972954,1000000000016999,8002470439717521,9.999999994730000871798740e-2078,2077.000000000228873154161584,ok
68,smooth_4321,0,64,"4,3,2,1","5,6,9,20",120,68,223,67.000000000000000000117527,1000000000000000,9855731421297991,9.999999999999999840335960e-3954,3953.000000000000000006934121,ok
69,probable_prime,0,64,"1","69",2,69,226,68.000000000000000000000000,1000000000000000,0000000000000099,1,0.000000000000000000000000,ok
69,semiprime_balanced,0,64,"1,1","35,35",4,69,226,68.000000000000000000000000,1000000000000000,0000000000044197,10.000000000000000000000000e-69,68.000000000000000000000000,ok
69,prime_square,0,64,"2","35",3,69,226,68.000000000000000000000000,1000000000000000,0000000000037249,10.000000000000000000000000e-35,34.000000000000000000000000,ok
69,prime_cube,0,64,"3","23",4,69,226,68.000000000000000000000175,1000000000000000,8496156269853043,9.999999999999999999995969e-69,68.000000000000000000000175,ok
69,squarefree_3,0,64,"1,1,1","23,23,24",8,69,226,68.000000000000000000000000,1000000000000000,9999999996614713,9.999999999999999999999970e-205,204.000000000000000000000001,ok
69,squarefree_6,0,64,"1,1,1,1,1,1","12,12,12,12,12,13",64,69,226,68.000000000000043428213366,1000000000000099,0458202010320103,9.999999999969000881419640e-2109,2108.000000000001346274614334,ok
69,smooth_4321,0,64,"4,3,2,1","5,6,9,21",120,69,226,68.000000000000000000030853,1000000000000000,7639708612711833,9.999999999999999958085667e-4013,4012.000000000000000001820316,ok
70,probable_prime,0,64,"1","70",2,70,230,69.000000000000000000000000,1000000000000000,0000000000000009,1,0.000000000000000000000000,ok
70,semiprime_balanced,0,64,"1,1","35,35",4,70,230,69.000000000000000000000000,1000000000000000,9999999999627703,10.000000000000000000000000e-70,69.000000000000000000000000,ok
70,prime_square,0,64,"2","35",3,70,230,69.000000000000000000000000,1000000000000000,6645564439259249,3.162277660168379331998894e-35,34.500000000000000000000000,ok
70,prime_cube,0,64,"3","24",4,70,230,69.000000000000000000001524,1000000000000000,0000000001601613,9.999999999999999999964900e-70,69.000000000000000000001524,ok
70,squarefree_3,0,64,"1,1,1","24,24,23",8,70,230,69.000000000000000000000152,1000000000000000,9999999995609809,9.999999999999999999989500e-208,207.000000000000000000000456,ok
70,squarefree_6,0,64,"1,1,1,1,1,1","12,12,12,12,12,14",64,70,230,69.000000000000551552758264,1000000000001269,9666521755639181,9.999999999606300880662294e-2140,2139.000000000017098135506190,ok
70,smooth_4321,0,64,"4,3,2,1","5,6,9,22",120,70,230,69.000000000000000000000930,1000000000000000,2224246693027029,9.999999999999999998735943e-4072,4071.000000000000000000054897,ok
71,probable_prime,0,64,"1","71",2,71,233,70.000000000000000000000000,1000000000000000,0000000000000033,1,0.000000000000000000000000,ok
71,semiprime_balanced,0,64,"1,1","36,35",4,71,233,70.000000000000000000000000,1000000000000000,9999999999998413,10.000000000000000000000000e-71,70.000000000000000000000000,ok
71,prime_square,0,64,"2","36",3,71,233,70.000000000000000000000000,1000000000000000,0000000000004761,10.000000000000000000000000e-36,35.000000000000000000000000,ok
71,prime_cube,0,64,"3","24",4,71,233,70.000000000000000000000530,1000000000000000,3671818452596913,9.999999999999999999987796e-71,70.000000000000000000000530,ok
71,squarefree_3,0,64,"1,1,1","24,24,24",8,71,233,70.000000000000000000000003,1000000000000000,9999999949797523,9.999999999999999999999790e-211,210.000000000000000000000009,ok
71,squarefree_6,0,64,"1,1,1,1,1,1","12,12,12,12,12,15",64,71,233,70.000000000000023016372673,1000000000000052,5230700368210359,9.999999999983570881450348e-2171,2170.000000000000713507552865,ok
71,smooth_4321,0,64,"4,3,2,1","5,6,9,23",120,71,233,70.000000000000000000000029,1000000000000000,8976414873710029,9.999999999999999999960776e-4131,4130.000000000000000000001703,ok
72,probable_prime,0,64,"1","72",2,72,236,71.000000000000000000000000,1000000000000000,0000000000000273,1,0.000000000000000000000000,ok
72,semiprime_balanced,0,64,"1,1","36,36",4,72,236,71.000000000000000000000000,1000000000000000,9999999999965431,10.000000000000000000000000e-72,71.000000000000000000000000,ok
72,prime_square,0,64,"2","36",3,72,236,71.000000000000000000000000,1000000000000000,5926090501136961,3.162277660168379331998894e-36,35.500000000000000000000000,ok
72,prime_cube,0,64,"3","24",4,72,236,71.000000000000000000000032,1000000000000000,9311171665009859,9.999999999999999999999265e-72,71.000000000000000000000032,ok
72,squarefree_3,0,64,"1,1,1","24,24,25",8,72,236,71.000000000000000000000001,1000000000000000,9999999497258839,9.999999999999999999999907e-214,213.000000000000000000000004,ok
72,squarefree_6,0,64,"1,1,1,1,1,1","12,12,12,12,12,16",64,72,236,71.000000000000000476489015,1000000000000001,0265496352057433,9.999999999999659881484281e-2202,2201.000000000000014771159457,ok
72,smooth_4321,0,64,"4,3,2,1","5,6,9,24",120,72,236,71.000000000000000000000041,1000000000000000,0190155527086411,9.999999999999999999944800e-4190,4189.000000000000000000002397,ok
73,probable_prime,0,64,"1","73",2,73,240,72.000000000000000000000000,1000000000000000,0000000000000039,1,0.000000000000000000000000,ok
73,semiprime_balanced,0,64,"1,1","37,37",4,73,240,72.000000000000000000000000,1000000000000000,0000000000008241,10.000000000000000000000000e-73,72.000000000000000000000000,ok
73,prime_square,0,64,"2","37",3,73,240,72.000000000000000000000000,1000000000000000,0000000000004489,10.000000000000000000000000e-37,36.000000000000000000000000,ok
73,prime_cube,0,64,"3","25",4,73,240,72.000000000000000000000009,1000000000000000,0000000000000343,9.999999999999999999999790e-73,72.000000000000000000000009,ok
73,squarefree_3,0,64,"1,1,1","25,25,25",8,73,240,72.000000000000000000000077,1000000000000000,0000000000041503,9.999999999999999999994690e-217,216.000000000000000000000231,ok
73,squarefree_6,0,64,"1,1,1,1,1,1","13,13,13,13,13,12",64,73,240,72.000000000020846135101159,1000000000047999,1135460353323431,9.999999985120000032625330e-2233,2232.000000000646230188135934,ok
73,smooth_4321,0,64,"4,3,2,1","5,7,10,20",120,73,240,72.000000000000000000045903,1000000000000000,0592363237953761,9.999999999999999937639117e-4249,4248.000000000000000002708299,ok
74,probable_prime,0,64,"1","74",2,74,243,73.000000000000000000000000,1000000000000000,0000000000000079,1,0.000000000000000000000000,ok
74,semiprime_balanced,0,64,"1,1","37,37",4,74,243,73.000000000000000000000000,1000000000000000,9999999999957857,10.000000000000000000000000e-74,73.000000000000000000000000,ok
74,prime_square,0,64,"2","37",3,74,243,73.000000000000000000000000,1000000000000000,3282431957407761,3.162277660168379331998894e-37,36.500000000000000000000000,ok
74,prime_cube,0,64,"3","25",4,74,243,73.000000000000000000000021,1000000000000000,0589637730368289,9.999999999999999999999507e-74,73.000000000000000000000021,ok
74,squarefree_3,0,64,"1,1,1","25,25,25",8,74,243,73.000000000000000000000004,1000000000000000,9999999999839819,9.999999999999999999999721e-220,219.000000000000000000000012,ok
74,squarefree_6,0,64,"1,1,1,1,1,1","13,13,13,13,13,13",64,74,243,73.000000000000825159478411,1000000000001899,2180842746941043,9.999999999411000026574521e-2264,2263.000000000025579943830738,ok
74,smooth_4321,0,64,"4,3,2,1","5,7,10,21",120,74,243,73.000000000000000000020208,1000000000000000,0496128593082753,9.999999999999999972547002e-4308,4307.000000000000000001192269,ok
75,probable_prime,0,64,"1","75",2,75,246,74.000000000000000000000000,1000000000000000,0000000000000207,1,0.000000000000000000000000,ok
75,semiprime_balanced,0,64,"1,1","38,38",4,75,246,74.000000000000000000000000,1000000000000000,0000000000002709,10.000000000000000000000000e-75,74.000000000000000000000000,ok
75,prime_square,0,64,"2","38",3,75,246,74.000000000000000000000000,1000000000000000,0000000000001849,10.000000000000000000000000e-38,37.000000000000000000000000,ok
75,prime_cube,0,64,"3","25",4,75,246,74.000000000000000000000010,1000000000000000,3793177451312897,9.999999999999999999999763e-75,74.000000000000000000000010,ok
75,squarefree_3,0,64,"1,1,1","25,25,26",8,75,246,74.000000000000000000000000,1000000000000000,9999999998085031,9.999999999999999999999995e-223,222.000000000000000000000000,ok
75,squarefree_6,0,64,"1,1,1,1,1,1","13,13,13,13,13,14",64,75,246,74.000000000000013028796948,1000000000000029,2317118864124441,9.999999999990700026774007e-2295,2294.000000000000403892705390,ok
75,smooth_4321,0,64,"4,3,2,1","5,7,10,22",120,75,246,74.000000000000000000000740,1000000000000000,5196977582601749,9.999999999999999998994162e-4367,4366.000000000000000000043683,ok
76,probable_prime,0,64,"1","76",2,76,250,75.000000000000000000000000,1000000000000000,0000000000000129,1,0.000000000000000000000000,ok
76,semiprime_balanced,0,64,"1,1","38,38",4,76,250,75.000000000000000000000000,1000000000000000,9999999999984391,10.000000000000000000000000e-76,75.000000000000000000000000,ok
76,prime_square,0,64,"2","38",3,76,250,75.000000000000000000000000,1000000000000000,2265261171238921,3.162277660168379331998894e-38,37.500000000000000000000000,ok
76,prime_cube,0,64,"3","26",4,76,250,75.000000000000000000000002,1000000000000000,0000000000002197,9.999999999999999999999961e-76,75.000000000000000000000002,ok
76,squarefree_3,0,64,"1,1,1","26,26,25",8,76,250,75.000000000000000000000005,1000000000000000,9999999999643423,9.999999999999999999999661e-226,225.000000000000000000000015,ok
76,squarefree_6,0,64,"1,1,1,1,1,1","13,13,13,13,13,15",64,76,250,75.000000000000018674625215,1000000000000042,2280210095087821,9.999999999986670026772500e-2326,2325.000000000000578913381663,ok
76,smooth_4321,0,64,"4,3,2,1","5,7,10,23",120,76,250,75.000000000000000000000179,1000000000000000,2306250598006023,9.999999999999999999757402e-4426,4425.000000000000000000010536,ok
77,probable_prime,0,64,"1","77",2,77,253,76.000000000000000000000000,1000000000000000,0000000000000133,1,0.000000000000000000000000,ok
77,semiprime_balanced,0,64,"1,1","39,38",4,77,253,76.000000000000000000000000,1000000000000000,9999999999983641,10.000000000000000000000000e-77,76.000000000000000000000000,ok
77,prime_square,0,64,"2","39",3,77,253,76.000000000000000000000000,1000000000000000,0000000000017689,10.000000000000000000000000e-39,38.000000000000000000000000,ok
77,prime_cube,0,64,"3","26",4,77,253,76.000000000000000000000003,1000000000000000,4039535988529739,9.999999999999999999999940e-77,76.000000000000000000000003,ok
77,squarefree_3,0,64,"1,1,1","26,26,26",8,77,253,76.000000000000000000000000,1000000000000000,9999999993485947,9.999999999999999999999966e-229,228.000000000000000000000001,ok
77,squarefree_6,0,64,"1,1,1,1,1,1","13,13,13,13,13,16",64,77,253,76.000000000000001172557588,1000000000000002,0422435881732469,9.999999999999163026777176e-2357,2356.000000000000036349285217,ok
77,smooth_4321,0,64,"4,3,2,1","5,7,10,24",120,77,253,76.000000000000000000000042,1000000000000000,9692867248528531,9.999999999999999999942592e-4485,4484.000000000000000000002493,ok
78,probable_prime,0,64,"1","78",2,78,256,77.000000000000000000000000,1000000000000000,0000000000000021,1,0.000000000000000000000000,ok
78,semiprime_balanced,0,64,"1,1","39,39",4,78,256,77.000000000000000000000000,1000000000000000,9999999999831223,10.000000000000000000000000e-78,77.000000000000000000000000,ok
78,prime_square,0,64,"2","39",3,78,256,77.000000000000000000000000,1000000000000000,2254465285612449,3.162277660168379331998894e-39,38.500000000000000000000000,ok
78,prime_cube,0,64,"3","26",4,78,256,77.000000000000000000000003,1000000000000000,9666807496534909,9.999999999999999999999932e-78,77.000000000000000000000003,ok
78,squarefree_3,0,64,"1,1,1","26,26,27",8,78,256,77.000000000000000000000000,1000000000000000,9999999931853207,9.999999999999999999999997e-232,231.000000000000000000000000,ok
78,squarefree_6,0,64,"1,1,1,1,1,1","13,13,13,13,13,17",64,78,256,77.000000000000000082478438,1000000000000000,7580944593117293,9.999999999999941126777468e-2388,2387.000000000000002556831568,ok
78,smooth_4321,0,64,"4,3,2,1","5,7,10,25",120,78,256,77.000000000000000000000001,1000000000000000,0587636491432799,9.999999999999999999999213e-4544,4543.000000000000000000000034,ok
79,probable_prime,0,64,"1","79",2,79,260,78.000000000000000000000000,1000000000000000,0000000000000093,1,0.000000000000000000000000,ok
79,semiprime_balanced,0,64,"1,1","40,40",4,79,260,78.000000000000000000000000,1000000000000000,0000000000000111,10.000000000000000000000000e-79,78.000000000000000000000000,ok
79,prime_square,0,64,"2","40",3,79,260,78.000000000000000000000000,1000000000000000,0000000000000009,10.000000000000000000000000e-40,39.000000000000000000000000,ok
79,prime_cube,0,64,"3","27",4,79,260,78.000000000000000000000001,1000000000000000,0000000000300763,9.999999999999999999999980e-79,78.000000000000000000000001,ok
79,squarefree_3,0,64,"1,1,1","27,27,26",8,79,260,78.000000000000000000000000,1000000000000000,9999999998838019,9.999999999999999999999985e-235,234.000000000000000000000001,ok
79,squarefree_6,0,64,"1,1,1,1,1,1","14,14,14,14,14,13",64,79,260,78.000000000001129165652324,1000000000002599,7137914025305757,9.999999999194000000478308e-2419,2418.000000000035004135222040,ok
79,smooth_4321,0,64,"4,3,2,1","5,7,10,26",120,79,260,78.000000000000000000000000,1000000000000000,2444959485573937,9.999999999999999999999870e-4603,4602.000000000000000000000006,ok
80,probable_prime,0,64,"1","80",2,80,263,79.000000000000000000000000,1000000000000000,0000000000000049,1,0.000000000000000000000000,ok
80,semiprime_balanced,0,64,"1,1","40,40",4,80,263,79.000000000000000000000000,1000000000000000,9999999999999919,10.000000000000000000000000e-80,79.000000000000000000000000,ok
80,prime_square,0,64,"2","40",3,80,263,79.000000000000000000000000,1000000000000000,3250538822670081,3.162277660168379331998894e-40,39.500000000000000000000000,ok
80,prime_cube,0,64,"3","27",4,80,263,79.000000000000000000000001,1000000000000000,5494892602391641,9.999999999999999999999983e-80,79.000000000000000000000001,ok
80,squarefree_3,0,64,"1,1,1","27,27,27",8,80,263,79.000000000000000000000000,1000000000000000,9999999984399787,10.000000000000000000000000e-238,237.000000000000000000000000,ok
80,squarefree_6,0,64,"1,1,1,1,1,1","14,14,14,14,14,14",64,80,263,79.000000000000056458281971,1000000000000129,6348050959718293,9.999999999959700000483071e-2450,2449.000000000001750206741094,ok
80,smooth_4321,0,64,"4,3,2,1","5,7,10,27",120,80,263,79.000000000000000000000000,1000000000000000,7780217164279109,9.999999999999999999999993e-4662,4661.000000000000000000000000,ok
81,probable_prime,0,64,"1","81",2,81,266,80.000000000000000000000000,1000000000000000,0000000000000129,1,0.000000000000000000000000,ok
81,semiprime_balanced,0,64,"1,1","41,40",4,81,266,80.000000000000000000000000,1000000000000000,9999999999985843,10.000000000000000000000000e-81,80.000000000000000000000000,ok
81,prime_square,0,64,"2","41",3,81,266,80.000000000000000000000000,1000000000000000,0000000000014641,10.000000000000000000000000e-41,40.000000000000000000000000,ok
81,prime_cube,0,64,"3","27",4,81,266,80.000000000000000000000000,1000000000000000,0849824811591703,9.999999999999999999999997e-81,80.000000000000000000000000,ok
81,squarefree_3,0,64,"1,1,1","27,27,28",8,81,266,80.000000000000000000000000,1000000000000000,9999999843478687,10.000000000000000000000000e-241,240.000000000000000000000000,ok
81,squarefree_6,0,64,"1,1,1,1,1,1","14,14,14,14,14,15",64,81,266,80.000000000000012594539296,1000000000000028,1990064177639339,9.999999999991010000484554e-2481,2480.000000000000390430718187,ok
81,smooth_4321,0,64,"4,3,2,1","6,7,11,22",120,81,266,80.000000000000000000005883,1000000000000000,8626349313477931,9.999999999999999992007843e-4721,4720.000000000000000000347095,ok
82,probable_prime,0,64,"1","82",2,82,270,81.000000000000000000000000,1000000000000000,0000000000000013,1,0.000000000000000000000000,ok
82,semiprime_balanced,0,64,"1,1","41,41",4,82,270,81.000000000000000000000000,1000000000000000,9999999999876943,10.000000000000000000000000e-82,81.000000000000000000000000,ok
82,prime_square,0,64,"2","41",3,82,270,81.000000000000000000000000,1000000000000000,3136198160143121,3.162277660168379331998894e-41,40.500000000000000000000000,ok
82,prime_cube,0,64,"3","28",4,82,270,81.000000000000000000000000,1000000000000000,0000000001092727,9.999999999999999999999997e-82,81.000000000000000000000000,ok
82,squarefree_3,0,64,"1,1,1","28,28,27",8,82,270,81.000000000000000000000000,1000000000000000,9999999989683417,9.999999999999999999999999e-244,243.000000000000000000000000,ok
82,squarefree_6,0,64,"1,1,1,1,1,1","14,14,14,14,14,16",64,82,270,81.000000000000000304005458,1000000000000000,5229393719652437,9.999999999999783000484987e-2512,2511.000000000000009424169195,ok
82,smooth_4321,0,64,"4,3,2,1","6,7,11,23",120,82,270,81.000000000000000000000197,1000000000000000,5960872149914647,9.999999999999999999731939e-4780,4779.000000000000000000011642,ok
83,probable_prime,0,64,"1","83",2,83,273,82.000000000000000000000000,1000000000000000,0000000000000391,1,0.000000000000000000000000,ok
83,semiprime_balanced,0,64,"1,1","42,42",4,83,273,82.000000000000000000000000,1000000000000000,0000000000030411,10.000000000000000000000000e-83,82.000000000000000000000000,ok
83,prime_square,0,64,"2","42",3,83,273,82.000000000000000000000000,1000000000000000,0000000000011881,10.000000000000000000000000e-42,41.000000000000000000000000,ok
83,prime_cube,0,64,"3","28",4,83,273,82.000000000000000000000000,1000000000000000,7553270348287173,10.000000000000000000000000e-83,82.000000000000000000000000,ok
83,squarefree_3,0,64,"1,1,1","28,28,28",8,83,273,82.000000000000000000000000,1000000000000000,9999999891115507,10.000000000000000000000000e-247,246.000000000000000000000000,ok
83,squarefree_6,0,64,"1,1,1,1,1,1","14,14,14,14,14,17",64,83,273,82.000000000000000004342265,1000000000000000,0483632900004491,9.999999999999996900484998e-2543,2542.000000000000000134610226,ok
83,smooth_4321,0,64,"4,3,2,1","6,7,11,24",120,83,273,82.000000000000000000000040,1000000000000000,8516398032755429,9.999999999999999999946137e-4839,4838.000000000000000000002339,ok
84,probable_prime,0,64,"1","84",2,84,276,83.000000000000000000000000,1000000000000000,0000000000000027,1,0.000000000000000000000000,ok
84,semiprime_balanced,0,64,"1,1","42,42",4,84,276,83.000000000000000000000000,1000000000000000,9999999999890891,10.000000000000000000000000e-84,83.000000000000000000000000,ok
84,prime_square,0,64,"2","42",3,84,276,83.000000000000000000000000,1000000000000000,5197618372140481,3.162277660168379331998894e-42,41.500000000000000000000000,ok
84,prime_cube,0,64,"3","28",4,84,276,83.000000000000000000000000,1000000000000000,0771459491071551,10.000000000000000000000000e-84,83.000000000000000000000000,ok
84,squarefree_3,0,64,"1,1,1","28,28,29",8,84,276,83.000000000000000000000000,1000000000000000,9999998903482291,10.000000000000000000000000e-250,249.000000000000000000000000,ok
84,squarefree_6,0,64,"1,1,1,1,1,1","14,14,14,14,14,18",64,84,276,83.000000000000000023016928,1000000000000000,1906518634108023,9.999999999999983570484997e-2574,2573.000000000000000713524771,ok
84,smooth_4321,0,64,"4,3,2,1","6,7,11,25",120,84,276,83.000000000000000000000002,1000000000000000,8912660514072707,9.999999999999999999997415e-4898,4897.000000000000000000000112,ok
85,probable_prime,0,64,"1","85",2,85,280,84.000000000000000000000000,1000000000000000,0000000000000261,1,0.000000000000000000000000,ok
85,semiprime_balanced,0,64,"1,1","43,43",4,85,280,84.000000000000000000000000,1000000000000000,0000000000010647,10.000000000000000000000000e-85,84.000000000000000000000000,ok
85,prime_square,0,64,"2","43",3,85,280,84.000000000000000000000000,1000000000000000,0000000000003969,10.000000000000000000000000e-43,42.000000000000000000000000,ok
85,prime_cube,0,64,"3","29",4,85,280,84.000000000000000000000000,1000000000000000,0000000036264691,9.999999999999999999999999e-85,84.000000000000000000000000,ok
85,squarefree_3,0,64,"1,1,1","29,29,28",8,85,280,84.000000000000000000000000,1000000000000000,9999999882163007,10.000000000000000000000000e-253,252.000000000000000000000000,ok
85,squarefree_6,0,64,"1,1,1,1,1,1","15,15,15,15,15,14",64,85,280,84.000000000000434294481900,1000000000000999,5999132553260379,9.999999999690000000007119e-2605,2604.000000000013463128938900,ok
85,smooth_4321,0,64,"4,3,2,1","6,8,11,23",120,85,280,84.000000000000000000000092,1000000000000000,3153745495251917,9.999999999999999999875685e-4957,4956.000000000000000000005399,ok
86,probable_prime,0,64,"1","86",2,86,283,85.000000000000000000000000,1000000000000000,0000000000000103,1,0.000000000000000000000000,ok
86,semiprime_balanced,0,64,"1,1","43,43",4,86,283,85.000000000000000000000000,1000000000000000,9999999999962011,10.000000000000000000000000e-86,85.000000000000000000000000,ok
86,prime_square,0,64,"2","43",3,86,283,85.000000000000000000000000,1000000000000000,0549606965771809,3.162277660168379331998894e-43,42.500000000000000000000000,ok
86,prime_cube,0,64,"3","29",4,86,283,85.000000000000000000000000,1000000000000000,1685636312673927,10.000000000000000000000000e-86,85.000000000000000000000000,ok
86,squarefree_3,0,64,"1,1,1","29,29,29",8,86,283,85.000000000000000000000000,1000000000000000,9999998815730657,10.000000000000000000000000e-256,255.000000000000000000000000,ok
86,squarefree_6,0,64,"1,1,1,1,1,1","15,15,15,15,15,15",64,86,283,85.000000000000005645828260,1000000000000012,9688707275930989,9.999999999995970000003466e-2636,2635.000000000000175020676057,ok
86,smooth_4321,0,64,"4,3,2,1","6,8,11,24",120,86,283,85.000000000000000000000043,1000000000000000,2577321878713061,9.999999999999999999941183e-5016,5015.000000000000000000002554,ok
87,probable_prime,0,64,"1","87",2,87,286,86.000000000000000000000000,1000000000000000,0000000000000151,1,0.000000000000000000000000,ok
87,semiprime_balanced,0,64,"1,1","44,44",4,87,286,86.000000000000000000000000,1000000000000000,0000000000004503,10.000000000000000000000000e-87,86.000000000000000000000000,ok
87,prime_square,0,64,"2","44",3,87,286,86.000000000000000000000000,1000000000000000,0000000000003249,10.000000000000000000000000e-44,43.000000000000000000000000,ok
87,prime_cube,0,64,"3","29",4,87,286,86.000000000000000000000000,1000000000000000,4745813692149421,10.000000000000000000000000e-87,86.000000000000000000000000,ok
87,squarefree_3,0,64,"1,1,1","29,29,30",8,87,286,86.000000000000000000000000,1000000000000000,9999988080614201,10.000000000000000000000000e-259,258.000000000000000000000000,ok
87,squarefree_6,0,64,"1,1,1,1,1,1","15,15,15,15,15,16",64,87,286,86.000000000000000043429443,1000000000000000,6786730555550223,9.999999999999969000003482e-2667,2666.000000000000001346312743,ok
87,smooth_4321,0,64,"4,3,2,1","6,8,11,25",120,87,286,86.000000000000000000000001,1000000000000000,2959084115796199,9.999999999999999999998361e-5075,5074.000000000000000000000071,ok
88,probable_prime,0,64,"1","88",2,88,290,87.000000000000000000000000,1000000000000000,0000000000000373,1,0.000000000000000000000000,ok
88,semiprime_balanced,0,64,"1,1","44,44",4,88,290,87.000000000000000000000000,1000000000000000,9999999999976801,10.000000000000000000000000e-88,87.000000000000000000000000,ok
88,prime_square,0,64,"2","44",3,88,290,87.000000000000000000000000,1000000000000000,7154518402096409,3.162277660168379331998894e-44,43.500000000000000000000000,ok
88,prime_cube,0,64,"3","30",4,88,290,87.000000000000000000000000,1000000000000000,0000000032461759,10.000000000000000000000000e-88,87.000000000000000000000000,ok
88,squarefree_3,0,64,"1,1,1","30,30,29",8,88,290,87.000000000000000000000000,1000000000000000,9999999916941013,10.000000000000000000000000e-262,261.000000000000000000000000,ok
88,squarefree_6,0,64,"1,1,1,1,1,1","15,15,15,15,15,17",64,88,290,87.000000000000000073830057,1000000000000000,6167324124698491,9.999999999999947300003482e-2698,2697.000000000000002288731768,ok
